UNIX,EDA
,2.29285
,2.285168
,2.265963
,2.250599
,2.241637
,2.228833
,2.228833
,2.221152
,2.21603
,2.201946
,2.200666
,2.191704
,2.210909
,2.079035
,2.09952
,2.130248
,2.041905
,2.049587
,2.123847
,1.901069
,1.479414
,1.30913
,1.124563
,1.134806
,1.137367
,1.141208
,1.171936
,1.270521
,1.34606
,1.416478
,1.479215
,1.536829
,1.607247
,1.627733
,1.573959
,1.755766
,1.480495
,1.351182
,1.291006
,0.819845
,0.343464
,0.262734
,0.290901
,0.383085
,0.436859
,0.530323
,0.544406
,0.576415
,0.605862
,0.626347
,0.634029
,0.654515
,0.660916
,0.664757
,0.668598
,0.672439
,0.675
,0.709569
,0.724933
,0.728774
,0.730054
,0.767184
,0.878572
,0.923384
,0.932346
,0.931066
,0.929785
,0.929785
,0.934907
,0.934907
,0.932346
,0.932346
,0.934907
,0.983559
,0.989961
,0.989961
,0.992522
,0.996363
,0.997643
,1.002764
,1.000203
,1.001484
,1.000203
,1.000203
,1.000203
,1.02453
,1.097509
,1.155192
,1.170556
,1.200004
,1.137268
,1.1091
,1.097578
,0.982348
,1.14751
,1.260179
,1.374129
,1.401016
,1.402296
,1.401016
,1.404856
,1.413819
,1.424061
,1.430463
,1.444547
,1.45735
,1.466312
,1.491919
,1.508662
,1.517624
,1.512503
,1.445926
,1.362705
,1.3435
,1.324295
,1.312772
,1.298688
,1.293567
,1.296128
,1.292287
,1.293567
,1.294847
,1.292287
,1.293567
,1.292287
,1.291006
,1.288446
,1.292287
,1.285885
,1.283324
,1.279483
,1.279483
,1.280764
,1.278203
,1.276923
,1.276923
,1.271801
,1.271801
,1.273082
,1.269241
,1.274362
,1.279483
,1.296128
,1.320454
,1.347341
,1.363985
,1.376788
,1.393432
,1.404956
,1.410077
,1.406236
,1.404956
,1.401114
,1.392152
,1.388311
,1.385751
,1.385751
,1.244914
,1.568838
,1.609808
,1.393432
,1.324295
,1.298688
,1.434403
,1.548352
,1.819782
,1.458729
,1.456169
,1.529147
,1.594444
,1.759607
,2.054082
,2.070926
,1.766207
,1.819981
,1.889119
,2.028675
,2.051721
,2.339795
,2.364121
,2.560011
,2.443929
,2.740965
,2.734563
,2.655183
,2.466974
,2.191704
,2.073914
,1.929237
,1.642015
,1.593363
,1.328335
,0.821126
,0.344744
,0.060442
,0.075806
,0.083488
,0.08989
,0.098852
,0.110375
,0.114216
,0.125739
,0.132141
,0.138542
,0.146224
,0.152626
,0.161588
,0.166709
,0.176952
,0.183354
,0.189755
,0.192316
,0.196157
,0.201278
,0.210241
,0.214082
,0.214082
,0.215362
,0.216642
,0.223044
,0.223044
,0.226885
,0.229446
,0.230726
,0.230726
,0.229446
,0.224324
,0.224324
,0.221764
,0.223044
,0.223044
,0.221764
,0.223044
,0.223044
,0.221764
,0.221764
,0.216642
,0.216642
,0.214082
,0.212801
,0.216642
,0.225605
,0.230726
,0.237128
,0.239688
,0.24865
,0.24865
,0.249931
,0.251211
,0.251211
,0.252491
,0.249931
,0.253772
,0.252491
,0.253772
,0.253772
,0.251211
,0.251211
,0.249931
,0.252491
,0.252491
,0.375403
,0.463746
,0.5188
,0.534164
,0.550808
,0.549528
,0.554649
,0.563611
,0.564892
,0.564892
,0.564892
,0.566172
,0.564892
,0.567452
,0.566172
,0.564892
,0.566172
,0.566172
,0.567452
,0.572574
,0.577695
,0.591779
,0.59562
,0.608423
,0.619946
,0.63531
,0.651954
,0.663477
,0.677561
,0.687803
,0.692925
,0.691644
,0.691644
,0.687803
,0.687803
,0.709569
,0.707008
,0.71213
,0.703167
,0.660916
,0.689084
,0.701887
,0.683962
,0.680121
,0.67628
,0.671159
,0.681402
,0.687803
,0.694205
,0.698046
,0.700607
,0.701887
,0.662197
,0.550808
,0.516239
,0.602021
,0.79151
,0.920823
,0.973317
,0.983559
,0.98484
,1.02709
,1.098789
,1.079653
,1.097578
,1.111661
,1.166715
,1.194883
,1.238414
,1.280665
,1.322915
,1.348522
,1.345961
,1.330597
,1.322915
,1.313953
,1.306271
,1.283225
,1.26274
,1.242255
,1.180799
,1.06813
,1.009235
,1.000273
,1.002833
,1.007955
,1.14495
,1.334438
,1.348522
,1.371568
,1.37797
,1.381811
,1.444547
,1.459911
,1.513684
,1.230831
,0.822406
,0.744207
,0.759571
,0.751889
,0.749328
,0.753169
,0.751889
,0.759571
,0.75829
,0.75701
,0.75829
,0.75573
,0.759571
,0.75573
,0.75573
,0.751889
,0.749328
,0.749328
,0.749328
,0.745487
,0.745487
,0.742926
,0.740366
,0.737805
,0.731404
,0.727563
,0.721161
,0.7186
,0.712199
,0.7186
,0.709638
,0.701956
,1.554655
,1.726318
,2.105295
,2.288582
,2.287301
,2.266816
,2.113177
,2.122139
,1.974901
,2.197678
,2.210481
,1.513983
,2.128541
,2.113177
,1.771329
,1.54343
,1.538309
,1.530627
,1.625371
,1.672743
,1.786693
,1.93137
,1.951855
,1.960817
,1.941612
,1.995386
,1.935211
,2.08757
,2.247611
,1.942893
,1.895521
,1.927529
,2.003068
,1.429481
,0.835209
,1.631475
,2.106576
,2.579216
,3.057206
,3.041569
,3.064615
,2.916096
,2.863603
,3.393659
,3.543458
,3.647575
,3.679583
,3.593801
,3.459367
,3.23787
,2.825604
,2.328425
,1.831931
,2.597141
,3.113541
,3.24258
,3.129911
,2.516634
,3.072296
,3.412864
,3.610035
,3.661659
,3.669341
,3.624529
,3.326213
,2.825604
,2.329706
,1.833212
,1.327055
,1.232111
,2.025915
,2.416615
,2.597141
,2.803701
,2.934295
,2.513067
,1.921555
,2.490874
,2.318456
,1.926676
,1.415397
,1.471533
,2.109136
,2.597141
,3.11098
,3.205451
,3.466638
,3.341577
,3.04198
,2.842248
,2.635704
,2.648508
,2.898172
,2.328425
,1.831931
,1.364184
,1.137367
,1.774971
,2.109136
,2.597141
,2.64494
,2.612932
,3.070009
,3.488403
,3.66678
,3.761524
,3.779449
,3.78201
,3.657818
,3.519542
,3.460647
,3.436321
,3.382547
,3.410714
,3.31725
,3.285242
,3.481132
,3.144406
,3.35438
,3.079109
,2.825604
,2.328425
,1.831931
,1.311691
,0.823686
,0.346025
,0.0
,0.2343
,0.0
,0.0
,0.087062
,0.0
,0.0
,0.439153
,0.745151
,1.17945
,0.346025
,0.0
,0.014084
,0.069138
,0.07938
,0.221497
,0.745151
,0.394608
,0.185914
,1.190973
,1.271702
,0.346025
,0.0
,0.0
,0.0
,0.422509
,0.391781
,0.846297
,0.069404
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.017925
,0.016644
,0.016644
,0.053774
,0.072979
,0.070418
,0.072979
,0.0
,0.528776
,0.019205
,0.0
,0.0
,0.253505
,0.0
,0.713143
,0.211521
,0.0
,0.354651
,0.340567
,0.136995
,0.00128
,0.395622
,0.060175
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.019205
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.002561
,0.370015
,0.696499
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.320082
,0.396902
,0.0
,0.0
,0.0
,0.002561
,0.217656
,0.416107
,0.695219
,0.982279
,1.193533
,1.630194
,1.457449
,1.758326
,0.981167
,1.640536
,0.824967
,1.167996
,1.512404
,1.92733
,1.978543
,1.964658
,1.640735
,1.688107
,1.845588
,1.928809
,1.735479
,1.311691
,1.134806
,1.130965
,0.823686
,0.346025
,0.462465
,0.509838
,0.677561
,1.014287
,1.109031
,0.792859
,1.173117
,1.198724
,0.888884
,1.060448
,1.071971
,1.092456
,1.134707
,1.10782
,1.118063
,1.14623
,1.077092
,0.891445
,0.878641
,1.267861
,1.041243
,0.486861
,1.392053
,1.631475
,1.885079
,1.986225
,2.081168
,2.16439
,2.163109
,2.151586
,2.141344
,2.140064
,2.16567
,2.184875
,2.187436
,1.42436
,1.124563
,1.100237
,1.196262
,1.26668
,1.465131
,1.586762
,2.074568
,1.447405
,0.880021
,0.344744
,0.240969
,1.193533
,1.631475
,1.69687
,1.509942
,0.822406
,1.37797
,0.585446
,0.346025
,1.193533
,1.555935
,1.063108
,2.069446
,1.675304
,2.548488
,1.918994
,2.597141
,1.976609
,2.313335
,2.012458
,1.847295
,2.359
,2.533124
,2.99319
,3.076138
,2.34763
,1.939479
,2.59458
,3.118662
,3.292513
,3.028765
,2.360434
,3.023918
,2.328425
,2.204507
,2.845952
,3.07129
,3.159359
,3.079978
,3.3975
,3.561382
,4.111054
,4.557081
,4.054461
,5.106891
,4.320321
,3.821441
,3.320284
,3.141845
,3.145686
,2.924189
,2.950665
,3.090221
,3.152957
,3.178564
,3.237459
,3.419266
,3.493525
,3.643734
,3.904921
,4.056
,3.413748
,4.091849
,4.115368
,4.234438
,4.178104
,4.115368
,4.060314
,4.003979
,3.956607
,3.911796
,3.877227
,3.846499
,3.819612
,3.790164
,3.767118
,3.749194
,3.73511
,3.718466
,3.704382
,3.691579
,3.678776
,3.665972
,3.65829
,3.646767
,3.646767
,3.637805
,3.631403
,3.628843
,3.623722
,3.61732
,3.613479
,3.608358
,3.604517
,3.573789
,3.53794
,3.543061
,3.530257
,3.342049
,3.5874
,3.565634
,3.538747
,3.536186
,3.504178
,3.405593
,3.381267
,3.382547
,3.390229
,3.436321
,3.478572
,3.519542
,3.532346
,3.574596
,3.584839
,3.601483
,3.623249
,3.62837
,3.645015
,3.616847
,3.696228
,3.839624
,4.012469
,4.132012
,4.248522
,4.321501
,4.354789
,4.303576
,4.299735
,4.245961
,4.16274
,4.116648
,4.074397
,4.010381
,3.950205
,3.913076
,3.895151
,3.878507
,3.840097
,3.805528
,3.814491
,3.817051
,3.791445
,3.790164
,3.77352
,3.756876
,3.750474
,3.742792
,3.732549
,3.726148
,3.726148
,3.715905
,3.665972
,3.685177
,3.690299
,3.440634
,3.406873
,3.522103
,3.591241
,3.62709
,3.625809
,3.647575
,3.664219
,3.700068
,3.752562
,3.793533
,3.842185
,3.904921
,3.974059
,4.041109
,4.108966
,4.138414
,4.116648
,4.067996
,4.04751
,4.020624
,3.987335
,3.946364
,3.911796
,3.897712
,3.866984
,3.864423
,3.8529
,3.845218
,3.833695
,3.795286
,3.804248
,3.796566
,3.796566
,3.794005
,3.806808
,3.779922
,3.765838
,3.767118
,3.756876
,3.751754
,3.744072
,3.741512
,3.480325
,3.726148
,3.717185
,3.699261
,3.691579
,3.690299
,3.742792
,3.901553
,4.148656
,4.284371
,4.468739
,4.566592
,4.688223
,4.757361
,4.734315
,4.731754
,4.690784
,4.67542
,4.702307
,4.766324
,4.59732
,4.649813
,4.853386
,4.876431
,4.808574
,4.727913
,4.686943
,4.699746
,4.835461
,5.008306
,5.175581
,5.248559
,5.278007
,5.175581
,5.030904
,4.934879
,4.845256
,4.74539
,4.660889
,4.598153
,4.541818
,4.489325
,4.491885
,4.545659
,4.646805
,4.733867
,4.764595
,4.759474
,4.756913
,4.727466
,4.66473
,4.636562
,4.62632
,4.663449
,4.715943
,4.756913
,4.797884
,4.818369
,4.818369
,4.93872
,5.13205
,5.298492
,5.40476
,5.431647
,5.421404
,5.390676
,5.324099
,5.229355
,5.121807
,5.005297
,4.922076
,4.906712
,5.034745
,5.260083
,5.473897
,5.676538
,5.736714
,5.688062
,5.536983
,5.224583
,5.041495
,4.913463
,4.817089
,4.735147
,4.698018
,4.642964
,4.585349
,4.572546
,4.505969
,4.43427
,4.40143
,4.429597
,4.571713
,4.873871
,5.101769
,5.409881
,5.425245
,5.418843
,5.36763
,5.283128
,5.09236
,5.000176
,4.956645
,4.904151
,4.811967
,4.722344
,4.687776
,4.619918
,4.555902
,4.47396
,4.450915
,4.334853
,4.264434
,4.311807
,4.293882
,4.273396
,4.237547
,4.219623
,4.205539
,4.158167
,4.147924
,4.122318
,4.156887
,4.182493
,4.278518
,4.227305
,4.236267
,4.296443
,4.309246
,4.406551
,4.496174
,4.688223
,4.905879
,5.053117
,5.222953
,5.295932
,5.304894
,5.25112
,5.125648
,5.09364
,4.936159
,4.443233
,3.946913
,4.207551
,4.172983
,4.196029
,4.160179
,4.192187
,4.558362
,4.826499
,4.975017
,5.160217
,5.213991
,5.101322
,4.989933
,4.864461
,4.832453
,4.856779
,4.804286
,4.753072
,4.696738
,4.686495
,4.66473
,4.619918
,4.598153
,4.594312
,4.591751
,4.564864
,4.557182
,4.532856
,4.462438
,4.43427
,4.410392
,4.386065
,4.337413
,4.231146
,4.135121
,4.236267
,4.232426
,4.220903
,4.187615
,4.187615
,4.181213
,4.174811
,4.162008
,4.144083
,4.150485
,4.137682
,4.137682
,4.082628
,4.021172
,3.986603
,4.05062
,4.076226
,4.142803
,4.238828
,4.379664
,4.59604
,4.747118
,4.786808
,4.90844
,4.902038
,5.001904
,5.317698
,5.573763
,5.807132
,5.889073
,5.894195
,5.840421
,5.764881
,5.685501
,5.558748
,5.366699
,5.225863
,5.064541
,4.892977
,4.845256
,4.790202
,4.680094
,4.683935
,4.671131
,4.642964
,4.617357
,4.608395
,4.567425
,4.593031
,4.676252
,4.819649
,5.01682
,5.13333
,5.225513
,5.239597
,5.235756
,5.148694
,5.09492
,5.039866
,4.941281
,4.558462
,4.333125
,4.231146
,4.185054
,4.343815
,4.59604
,4.601161
,4.581956
,4.530743
,4.494894
,4.471848
,4.438559
,4.418074
,4.398869
,4.369421
,4.351497
,4.338694
,4.342535
,4.310526
,4.278518
,4.132561
,4.176092
,4.144083
,4.082628
,4.137682
,4.229866
,4.218343
,4.20682
,4.218343
,4.254192
,4.251631
,4.254192
,4.258033
,4.243949
,4.227305
,4.224744
,4.223464
,4.220903
,4.213221
,4.204259
,4.191456
,4.188895
,4.182493
,4.17097
,4.17097
,4.138962
,4.146644
,4.164569
,4.236267
,4.416793
,4.695905
,4.936607
,5.086406
,5.238317
,5.304894
,5.263924
,5.158937
,5.011699
,4.913114
,4.8619
,4.769717
,4.714663
,4.658328
,4.50853
,4.458597
,4.4714
,4.534136
,4.689056
,5.039866
,5.276727
,5.48542
,5.613802
,5.543385
,5.439678
,5.361578
,5.284758
,5.170809
,5.079906
,5.009487
,4.946751
,4.927197
,4.893909
,4.8619
,4.758193
,4.689056
,4.726185
,4.691617
,4.681374
,4.641684
,4.623759
,4.616077
,4.714663
,4.90159
,5.109004
,5.316417
,5.416283
,5.503345
,5.547225
,5.566431
,5.328289
,5.260432
,5.243787
,5.151604
,5.055579
,4.953153
,4.904151
,4.888787
,4.879825
,4.847816
,4.833733
,4.799164
,4.792762
,4.773558
,4.778679
,4.768436
,4.756913
,4.750512
,4.738989
,4.726185
,4.710822
,4.703139
,4.680094
,4.686495
,4.692897
,4.703139
,4.703139
,4.695457
,4.673692
,4.644244
,4.651927
,4.712102
,4.818369
,4.919515
,5.005297
,5.047548
,5.082117
,5.052669
,5.024502
,4.984812
,4.945122
,4.916955
,5.025782
,5.198627
,5.56352
,6.082403
,6.586437
,6.790751
,6.844524
,6.736977
,6.635831
,6.539806
,6.456585
,6.393849
,6.254293
,6.112176
,6.094252
,6.071206
,5.955976
,5.826663
,5.603144
,5.62363
,5.512241
,5.375246
,5.333411
,5.282197
,5.207938
,5.13624
,5.141361
,5.143922
,5.124717
,5.093989
,5.083746
,5.050458
,5.01973
,5.003086
,5.000525
,4.927547
,4.892628
,4.872143
,4.869582
,4.845256
,4.8619
,4.925917
,5.002737
,5.043707
,5.09236
,5.117966
,5.126928
,5.124368
,5.100041
,5.050108
,5.000176
,4.989933
,5.009138
,4.982251
,4.941281
,4.963046
,4.946402
,4.937439
,4.952804
,4.957925
,4.955364
,4.919515
,4.886227
,4.873423
,4.832453
,4.852938
,5.059071
,5.390676
,5.60065
,6.07088
,6.331651
,6.36494
,6.358538
,6.281718
,6.204899
,6.122958
,6.088389
,5.66332
,5.325313
,5.120876
,5.05942
,5.081186
,5.13752
,5.095269
,5.077345
,5.045337
,5.026132
,5.006927
,4.990283
,4.974918
,4.964676
,4.94291
,4.941281
,4.881105
,4.870862
,4.763315
,4.863181
,4.97585
,5.052669
,5.073154
,5.087238
,5.070594
,5.057791
,5.019381
,5.030904
,5.036025
,5.010418
,4.992494
,4.869582
,4.886227
,4.90031
,4.874703
,4.751792
,4.836294
,4.858059
,4.832453
,4.809407
,4.809407
,4.779959
,4.759474
,4.681374
,4.722344
,4.628881
,4.479082
,4.377936
,4.389907
,4.44368
,4.446241
,4.415513
,4.40143
,4.4424
,4.562751
,4.59732
,4.601161
,4.661336
,4.6767
,4.662617
,4.685663
,4.67798
,4.602441
,4.5986
,4.578115
,4.584517
,4.561471
,4.511538
,4.51922
,4.508977
,4.491053
,4.470567
,4.469287
,4.473128
,4.455204
,4.434718
,4.418074
,4.346375
,4.354057
,4.379664
,4.392467
,4.391187
,4.383505
,4.370702
,4.359179
,4.350216
,4.346375
,4.338694
,4.313087
,4.305405
,4.295162
,4.315648
,4.302845
,4.301564
,4.291321
,4.310526
,4.319489
,4.318208
,4.311807
,4.305405
,4.304125
,4.293882
,4.354057
,4.411672
,4.460325
,4.500015
,4.497454
,4.491053
,4.493613
,4.494894
,4.475688
,4.483371
,4.535864
,4.569153
,4.620366
,4.67542
,4.748399
,4.784248
,4.606282
,4.542266
,4.533303
,4.489772
,4.476969
,4.469287
,4.451363
,4.430877
,4.406551
,4.396308
,4.387346
,4.377103
,4.36302
,4.36174
,4.343815
,4.32717
,4.319489
,4.316928
,4.305405
,4.296443
,4.28748
,4.274677
,4.273396
,4.265715
,4.251631
,4.243949
,4.234987
,4.229866
,4.219623
,4.213221
,4.211941
,4.234987
,4.274677
,4.300283
,4.307966
,4.302845
,4.299003
,4.295162
,4.292602
,4.291321
,4.283639
,4.28492
,4.274677
,4.265715
,4.261874
,4.259313
,4.256752
,4.256752
,4.24651
,4.24523
,4.241388
,4.240108
,4.233706
,4.233706
,4.228585
,4.237547
,4.231146
,4.223464
,4.218343
,4.192736
,4.179933
,4.165849
,4.094151
,4.028854
,4.021172
,4.017331
,4.017331
,4.016051
,4.012209
,4.008368
,3.996846
,3.998126
,3.995565
,3.996846
,3.991724
,3.996846
,3.991724
,3.999406
,4.003247
,3.999406
,3.998126
,3.991724
,3.989164
,3.986603
,3.980201
,3.97636
,3.968678
,3.962277
,3.962277
,3.952034
,3.957887
,3.955327
,3.955327
,3.951486
,3.947645
,3.943804
,3.933561
,3.933561
,3.92972
,3.92972
,3.923318
,3.922038
,3.913076
,3.910515
,3.909235
,3.901553
,3.901553
,3.901553
,3.900273
,3.900273
,3.897712
,3.895151
,3.895151
,3.89003
,3.89003
,3.883628
,3.882348
,3.872105
,3.873386
,3.877227
,3.873386
,3.866984
,3.866984
,3.860582
,3.859302
,3.854181
,3.847779
,3.847779
,3.845218
,3.85034
,3.843938
,3.838817
,3.837536
,3.833695
,3.831135
,3.826014
,3.823453
,3.820892
,3.818331
,3.81321
,3.805528
,3.808089
,3.802968
,3.804248
,3.792725
,3.795286
,3.787604
,3.787604
,3.777361
,3.776081
,3.77352
,3.770959
,3.769679
,3.764558
,3.763277
,3.761997
,3.751754
,3.746633
,3.746633
,3.740232
,3.73511
,3.73511
,3.73383
,3.731269
,3.729989
,3.73383
,3.738951
,3.740232
,3.744072
,3.741512
,3.737671
,3.731269
,3.728709
,3.731269
,3.721026
,3.723587
,3.713345
,3.710784
,3.705662
,3.699261
,3.701822
,3.690299
,3.69414
,3.6967
,3.687738
,3.683897
,3.686458
,3.682617
,3.676215
,3.678776
,3.671094
,3.674935
,3.665972
,3.664692
,3.659571
,3.659571
,3.65701
,3.65573
,3.650609
,3.646767
,3.644207
,3.640366
,3.635244
,3.628843
,3.632684
,3.628843
,3.627563
,3.626282
,3.621161
,3.621161
,3.614759
,3.609638
,3.605797
,3.608358
,3.605797
,3.598115
,3.601956
,3.598115
,3.590433
,3.591713
,3.599395
,3.609638
,3.612199
,3.625002
,3.637805
,3.65701
,3.665972
,3.672374
,3.683897
,3.687738
,3.69414
,3.687738
,3.69414
,3.686458
,3.682617
,3.678776
,3.665972
,3.667253
,3.660851
,3.660851
,3.660851
,3.653169
,3.653169
,3.648048
,3.645487
,3.637805
,3.633964
,3.632684
,3.625002
,3.623722
,3.61732
,3.621161
,3.614759
,3.628843
,3.614759
,3.61604
,3.613479
,3.604517
,3.595554
,3.590433
,3.594274
,3.590433
,3.589153
,3.595554
,3.592994
,3.599395
,3.596835
,3.595554
,3.596835
,3.587872
,3.584031
,3.582751
,3.576349
,3.568667
,3.562266
,3.562266
,3.560985
,3.555864
,3.548182
,3.544341
,3.543061
,3.536659
,3.536659
,3.535379
,3.531538
,3.534098
,3.534098
,3.523856
,3.527697
,3.536659
,3.552023
,3.562266
,3.576349
,3.575069
,3.572508
,3.575069
,3.572508
,3.563546
,3.558425
,3.555864
,3.550743
,3.549463
,3.536659
,3.534098
,3.525136
,3.521295
,3.522576
,3.516174
,3.513613
,3.505931
,3.507212
,3.49953
,3.495689
,3.495689
,3.495689
,3.50081
,3.494408
,3.498249
,3.490567
,3.488007
,3.475203
,3.479044
,3.463681
,3.464961
,3.458559
,3.465768
,3.461927
,3.456806
,3.450404
,3.449124
,3.442723
,3.440162
,3.436321
,3.442723
,3.43504
,3.428639
,3.423517
,3.420957
,3.424798
,3.43376
,3.441442
,3.446563
,3.445283
,3.445283
,3.442723
,3.437601
,3.429919
,3.420957
,3.414555
,3.411994
,3.409434
,3.399191
,3.396631
,3.396631
,3.401752
,3.414555
,3.43248
,3.454245
,3.47089
,3.479852
,3.486254
,3.488814
,3.519542
,3.564354
,3.615567
,3.664219
,3.698788
,3.766646
,3.856269
,3.9779
,4.075677
,4.120489
,4.134573
,4.106405
,4.065435
,4.00782
,3.956607
,3.924599
,3.882348
,3.85034
,3.822172
,3.797846
,3.776081
,3.761997
,3.749194
,3.741512
,3.728709
,3.717185
,3.699261
,3.692859
,3.689018
,3.681336
,3.673654
,3.671094
,3.664692
,3.65573
,3.651889
,3.649328
,3.642926
,3.635244
,3.627563
,3.623722
,3.621161
,3.61732
,3.605797
,3.605797
,3.603236
,3.603236
,3.595554
,3.590433
,3.582751
,3.58019
,3.572508
,3.576349
,3.564826
,3.552023
,3.552023
,3.546902
,3.544341
,3.534098
,3.534098
,3.523856
,3.522576
,3.513613
,3.514894
,3.513613
,3.511053
,3.503371
,3.49953
,3.496969
,3.496969
,3.494408
,3.486726
,3.484166
,3.480325
,3.475203
,3.476484
,3.495689
,3.528977
,3.567387
,3.596835
,3.613479
,3.627563
,3.622441
,3.61604
,3.603236
,3.571228
,3.548182
,3.535379
,3.527697
,3.525136
,3.522576
,3.535379
,3.568667
,3.605797
,3.669813
,3.727428
,3.755595
,3.7748
,3.77224
,3.759436
,3.754315
,3.740232
,3.721026
,3.701822
,3.683897
,3.672374
,3.654449
,3.639086
,3.628843
,3.61732
,3.603236
,3.590433
,3.586592
,3.572508
,3.571228
,3.563546
,3.552023
,3.543061
,3.532818
,3.528977
,3.521295
,3.518734
,3.511053
,3.507212
,3.503371
,3.498249
,3.493128
,3.485446
,3.481605
,3.471362
,3.470082
,3.464961
,3.467521
,3.4624
,3.463681
,3.46112
,3.453438
,3.459367
,3.456806
,3.447844
,3.446563
,3.440162
,3.43504
,3.420957
,3.418396
,3.417116
,3.419677
,3.411994
,3.405593
,3.403032
,3.397911
,3.390229
,3.390229
,3.385108
